race,gender,date,zip,income,type,term,interest,principal,approved,adj_bls_2,id
other,female,2015-12-01,60637.0,32526.0,auto,72,3.9909254901458597,27553,False,0.24,AP201512-1-4
white,female,2017-10-01,60614.0,88282.0,home,360,5.106229502608434,594533,True,1.15,AP201710-2-32
white,male,2013-09-01,60611.0,241306.0,auto,72,3.3980685595681037,35455,True,0.08,AP20139-3-55
black,female,2018-11-01,60623.0,,personal,24,3.521126631040814,23109,False,2.2,AP201811-1-45
black,male,2016-05-01,60637.0,3383.0,home,300,2.207146588654591,16527,False,0.37,AP20165-3-20
other,male,2018-11-01,60625.0,138769.0,home,240,2.3833221130168702,1271004,False,2.2,AP201811-0-98
black,female,2018-09-01,60623.0,,personal,12,12.593842056085423,46036,True,1.95,AP20189-1-74
asian,female,2017-09-01,60625.0,,personal,48,11.330986757505867,25302,True,1.15,AP20179-3-22
other,female,2015-02-01,60614.0,2746.0,auto,72,5.113212108553893,15856,False,0.11,AP20152-0-79
black,female,2016-11-01,60623.0,56370.0,home,180,8.15709038302827,424280,False,0.41,AP201611-1-17
white,male,2013-12-01,60626.0,125056.0,auto,72,3.1607853424160144,39268,False,0.09,AP201312-1-7
white,female,2017-09-01,60614.0,18713.0,personal,24,23.579119328042786,9198,True,1.15,AP20179-0-27
black,,2016-05-01,60637.0,7165.0,auto,72,5.83104377646309,12352,False,0.37,AP20165-0-77
hispanic/latino,male,2014-02-01,60623.0,11194.0,personal,18,7.183471073806695,4841,False,0.07,AP20142-2-45
white,male,2011-10-01,60614.0,,auto,60,5.7202964297551455,16865,False,0.07,AP201110-2-43
other,female,2017-11-01,60637.0,62422.0,auto,72,7.6751061630332105,97095,False,1.16,AP201711-2-70
white,female,2017-12-01,60625.0,71888.0,home,240,5.797236007653978,576034,False,1.3,AP201712-0-14
hispanic/latino,female,2015-01-01,60614.0,100724.0,home,360,5.869262934856503,906610,True,0.11,AP20151-3-81
black,female,2017-11-01,60637.0,25567.0,home,180,6.923651832575027,147375,False,1.16,AP201711-3-38
white,male,2018-05-01,60611.0,162332.0,home,300,7.796371960269538,1102811,True,1.7,AP20185-3-37
hispanic/latino,male,2018-03-01,60623.0,25360.0,auto,72,7.7821940803315535,17073,False,1.51,AP20183-0-21
black,male,2016-10-01,60623.0,31290.0,auto,60,6.061593682660273,14676,False,0.4,AP201610-1-97
white,female,2013-10-01,60614.0,,auto,72,4.540179965324445,26827,True,0.09,AP201310-2-1
hispanic/latino,female,2011-10-01,60626.0,30727.0,auto,84,5.420580623857476,25718,False,0.07,AP201110-1-26
white,female,2018-03-01,60625.0,20903.0,personal,60,6.012713383214445,36341,True,1.51,AP20183-2-57
,male,2017-02-01,60611.0,227036.0,home,360,2.8237594023845864,1782010,True,0.66,AP20172-0-78
black,,2015-11-01,60623.0,72391.0,home,300,1.9746182143467879,389466,False,0.12,AP201511-0-97
white,female,2016-02-01,60625.0,,personal,12,23.163845150698755,161220,True,0.38,AP20162-3-98
other,male,2011-08-01,60623.0,24522.0,personal,18,1.2726597172897613,28279,False,0.1,AP20118-3-40
black,male,2017-05-01,60623.0,22450.0,home,360,3.0402525373872207,161758,False,0.91,AP20175-0-19
white,female,2012-08-01,60614.0,148429.0,home,180,2.7105834112448237,904396,False,0.13,AP20128-0-10
white,male,2011-12-01,60615.0,29886.0,auto,72,3.985485330723986,4016,False,0.07,AP201112-2-7
other,female,2011-04-01,60615.0,4170.0,personal,24,6.431843806405729,2861,False,0.1,AP20114-1-73
hispanic/latino,female,2011-05-01,60623.0,52958.0,home,300,6.59682685242781,335447,False,0.09,AP20115-3-12
white,male,2014-04-01,60614.0,293385.0,auto,60,5.314807023329388,51020,True,0.09,AP20144-1-29
white,female,2018-11-01,60625.0,,auto,72,6.394564235505238,26242,True,2.2,AP201811-1-12
white,female,2018-04-01,60611.0,,home,360,5.5441934129724455,1306642,True,1.69,AP20184-3-45
white,male,2012-12-01,60611.0,78927.0,home,180,3.604619933334825,587150,False,0.16,AP201212-2-16
black,female,2017-10-01,60615.0,91612.0,auto,72,8.215236383793968,29878,True,1.15,AP201710-2-14
hispanic/latino,female,2018-04-01,60623.0,,personal,48,12.73511143770815,7855,True,1.69,AP20184-1-57
other,female,2015-07-01,60611.0,49850.0,auto,84,5.895816418738595,3098,False,0.13,AP20157-1-40
white,male,2016-09-01,60614.0,175834.0,home,180,3.454293265713276,1240287,False,0.4,AP20169-1-77
,female,2012-01-01,60611.0,,home,360,2.6168905254035373,2537321,True,0.08,AP20121-1-18
other,male,2016-08-01,60615.0,25156.0,auto,60,6.170847886992939,10768,False,0.4,AP20168-2-67
black,male,2015-05-01,60637.0,50027.0,auto,84,5.9726540343418835,13954,False,0.12,AP20155-1-95
,female,2018-07-01,60623.0,33119.0,auto,72,7.220743208795181,7527,False,1.91,AP20187-0-99
white,female,2016-12-01,60614.0,102561.0,home,240,1.130572534099394,674104,True,0.54,AP201612-2-70
black,female,2018-06-01,60623.0,23485.0,personal,12,12.869129626438319,22129,True,1.82,AP20186-3-75
black,male,2015-07-01,60615.0,17508.0,home,240,6.364369807486034,98534,False,0.13,AP20157-0-50
white,female,2016-01-01,60611.0,115575.0,personal,24,1.1125207280818386,279998,True,0.34,AP20161-3-36
white,male,2012-11-01,60611.0,52367.0,auto,84,6.184052191462622,36904,True,0.16,AP201211-0-98
white,male,2018-01-01,60614.0,,home,180,6.550577240626557,1138110,False,1.41,AP20181-1-35
other,female,2016-09-01,60626.0,44107.0,auto,72,5.001800735142391,21221,False,0.4,AP20169-3-59
black,male,2017-10-01,60615.0,25262.0,personal,24,8.346174009443644,32633,True,1.15,AP201710-1-75
black,female,2013-12-01,60623.0,79456.0,auto,72,5.669001936300692,55527,False,0.09,AP201312-3-64
hispanic/latino,male,2018-11-01,60623.0,71447.0,home,360,4.6929457952542135,599100,True,2.2,AP201811-1-30
white,male,2016-11-01,60625.0,27459.0,home,360,4.493518387078854,151657,True,0.41,AP201611-0-33
white,male,2013-01-01,60614.0,120492.0,auto,72,6.362018837926713,31754,True,0.14,AP20131-0-88
white,female,2016-05-01,60626.0,38966.0,auto,84,5.2182937752532395,2840,False,0.37,AP20165-1-59
hispanic/latino,female,2018-05-01,60623.0,35276.0,auto,84,6.824200297907939,34489,False,1.7,AP20185-0-28
other,female,2018-09-01,60625.0,6819.0,home,180,6.619229782685591,40036,False,1.95,AP20189-2-32
white,male,2013-05-01,60626.0,50864.0,personal,60,5.60154809525302,59190,True,0.11,AP20135-0-56
asian,female,2015-12-01,60625.0,,home,180,4.433994153401124,364428,False,0.24,AP201512-0-62
black,female,2013-04-01,60626.0,11681.0,home,240,2.2074956918883024,65018,False,0.15,AP20134-1-8
white,female,2018-06-01,60611.0,140348.0,home,360,4.583491802541617,1020828,True,1.82,AP20186-1-39
white,female,2014-04-01,60611.0,21697.0,auto,72,4.742644577059384,3369,False,0.09,AP20144-0-29
black,female,2016-12-01,60637.0,58961.0,auto,60,5.18802182084899,34226,False,0.54,AP201612-3-47
black,female,2013-04-01,60611.0,,home,360,3.81820384405071,392282,True,0.15,AP20134-2-2
white,female,2016-06-01,,14183.0,auto,72,5.349867252737704,21147,False,0.38,AP20166-2-72
black,male,2018-07-01,60615.0,,home,240,5.60817465680163,654993,False,1.91,AP20187-1-81
white,female,2016-04-01,60611.0,,auto,60,7.537609955830814,27805,True,0.37,AP20164-1-6
white,female,2013-10-01,60614.0,215438.0,personal,18,8.141456352912527,291167,True,0.09,AP201310-3-32
black,male,2017-04-01,60637.0,60363.0,home,360,4.456348133841546,437900,False,0.9,AP20174-3-26
black,female,2017-12-01,60615.0,15477.0,personal,60,10.75251912123102,8629,False,1.3,AP201712-1-51
hispanic/latino,female,2017-03-01,60623.0,6253.0,personal,60,12.789990660216457,11247,True,0.79,AP20173-0-12
black,male,2011-11-01,60623.0,22009.0,personal,12,6.862393839783559,14613,False,0.08,AP201111-3-54
white,male,2016-08-01,60623.0,34217.0,auto,72,5.359792270621538,7781,False,0.4,AP20168-0-9
other,female,2017-02-01,60625.0,51177.0,home,300,2.3521939346547374,441649,True,0.66,AP20172-3-41
black,female,2016-06-01,60623.0,26006.0,personal,60,15.588077576960261,25743,True,0.38,AP20166-1-99
asian,male,2014-06-01,60625.0,28190.0,home,360,1.5993204231743436,199639,False,0.1,AP20146-0-5
black,female,2015-06-01,60626.0,,personal,24,5.25400885787261,12097,False,0.13,AP20156-0-50
hispanic/latino,male,2014-11-01,,113631.0,home,240,3.5807681827352758,858585,True,0.09,AP201411-3-59
black,female,2017-12-01,60623.0,,personal,18,16.241075975863836,51011,True,1.3,AP201712-2-81
hispanic/latino,female,2015-08-01,60623.0,24702.0,auto,84,3.9976215903903967,19443,False,0.14,AP20158-2-73
black,male,2013-09-01,60623.0,20523.0,personal,48,12.80112463106426,9474,False,0.08,AP20139-1-15
black,female,2016-02-01,60623.0,7538.0,personal,12,13.020784635082654,7258,False,0.38,AP20162-0-66
asian,male,2018-05-01,60615.0,,auto,72,6.272274583724942,13661,False,1.7,AP20185-3-47
asian,male,2015-10-01,60615.0,76014.0,home,300,4.6285524803895575,393672,False,0.12,AP201510-3-86
white,male,2017-04-01,60614.0,236049.0,auto,72,5.294959550026213,31274,True,0.9,AP20174-0-73
white,male,2013-02-01,60615.0,61187.0,home,180,0.5464308182321608,323607,False,0.15,AP20132-3-41
asian,female,2017-11-01,60611.0,63646.0,home,180,2.211505840800395,433635,False,1.16,AP201711-0-40
black,male,2014-05-01,60615.0,30763.0,home,360,1.8810444626607725,144118,False,0.09,AP20145-3-20
black,female,2011-08-01,60615.0,4656.0,auto,72,4.792815430201251,15179,False,0.1,AP20118-3-73
asian,female,2016-03-01,60614.0,58.0,personal,12,8.030111489063554,82,False,0.36,AP20163-1-82
white,male,2014-08-01,60611.0,80760.0,home,180,3.378941108657049,735390,False,0.09,AP20148-2-35
black,female,2018-11-01,60615.0,517.0,personal,60,14.068914134820066,387,False,2.2,AP201811-2-41
other,female,2012-10-01,60615.0,39854.0,home,240,5.840796114265636,266476,False,0.16,AP201210-1-23
black,female,2012-10-01,60637.0,112467.0,home,180,2.3795410787755595,697623,False,0.16,AP201210-0-31
black,female,2015-03-01,60626.0,24486.0,auto,72,8.347422613846096,28736,False,0.11,AP20153-0-32
hispanic/latino,female,2012-04-01,60623.0,38762.0,home,300,3.774213213846943,301002,False,0.14,AP20124-3-9
white,male,2015-10-01,60625.0,138154.0,auto,84,4.54969828946124,80692,True,0.12,AP201510-2-25
hispanic/latino,female,2011-03-01,60625.0,,home,300,5.753103743209965,469710,True,0.14,AP20113-2-80
,male,2014-05-01,60623.0,1462.0,home,240,2.4620297594102056,11622,False,0.09,AP20145-0-4
white,male,2011-06-01,60637.0,,auto,72,4.2209229103358705,44696,False,0.09,AP20116-3-45
asian,female,2016-02-01,,54390.0,personal,48,11.523993893396996,67370,True,0.38,AP20162-3-32
white,female,2017-06-01,60614.0,43085.0,personal,12,6.0733783567066135,31773,False,1.04,AP20176-0-97
asian,female,2015-07-01,60625.0,,home,360,0.7347397377980861,221167,False,0.13,AP20157-3-35
asian,female,2013-01-01,60626.0,78880.0,home,180,2.81850855242847,441493,False,0.14,AP20131-0-55
white,female,2015-10-01,60614.0,,home,360,3.8012929256464405,1513041,True,0.12,AP201510-1-74
white,male,2012-07-01,60626.0,74993.0,auto,72,2.9567871125854785,15461,False,0.16,AP20127-2-37
white,male,2015-12-01,60614.0,64087.0,auto,60,5.349504855851825,295,False,0.24,AP201512-3-28
hispanic/latino,female,2018-05-01,,7000.0,personal,12,8.74840644093852,7730,False,1.7,AP20185-0-25
other,male,2018-04-01,60625.0,60874.0,home,360,5.21564545027031,429709,True,1.69,AP20184-3-76
white,male,2016-03-01,60614.0,108322.0,auto,72,6.303377986153992,27452,True,0.36,AP20163-3-85
white,male,2015-01-01,60614.0,19598.0,personal,48,0.5737403153597077,17835,False,0.11,AP20151-0-63
black,female,2011-03-01,,35115.0,home,360,0.1945340088631199,291861,False,0.14,AP20113-1-10
white,female,2018-04-01,60626.0,49489.0,personal,60,8.123384176860702,36211,False,1.69,AP20184-0-0
black,male,2015-09-01,60614.0,354654.0,home,360,4.177779352732419,2627830,True,0.14,AP20159-0-32
white,female,2018-04-01,60614.0,,home,360,5.244002312422948,825385,True,1.69,AP20184-0-45
other,female,2015-11-01,60626.0,101255.0,home,300,2.9736680631208423,702832,False,0.12,AP201511-0-99
black,male,2014-11-01,60615.0,33851.0,personal,12,11.310500715172827,36450,True,0.09,AP201411-1-81
other,male,2018-04-01,60625.0,109587.0,home,240,5.767765062775327,959152,False,1.69,AP20184-3-67
white,female,2016-12-01,60614.0,,auto,60,6.417835928786563,19652,True,0.54,AP201612-1-8
white,male,2017-08-01,60614.0,32893.0,auto,72,6.024637355724766,3296,False,1.16,AP20178-3-20
white,female,2011-12-01,60626.0,48643.0,auto,72,4.19321080091758,32302,False,0.07,AP201112-2-60
white,female,2017-02-01,60625.0,48746.0,auto,72,6.823130460135421,1176,False,0.66,AP20172-0-20
hispanic/latino,male,2018-01-01,60626.0,67621.0,home,240,4.271528913629154,470769,False,1.41,AP20181-1-9
white,male,2014-11-01,60626.0,128126.0,home,240,4.52225803983817,1124908,False,0.09,AP201411-0-77
white,female,2015-01-01,60625.0,,auto,72,3.022394128593297,37049,True,0.11,AP20151-2-14
white,male,2011-09-01,60615.0,57109.0,personal,18,10.982009353305658,104338,True,0.08,AP20119-2-18
hispanic/latino,male,2016-04-01,60623.0,44621.0,auto,84,5.174663153548205,1976,False,0.37,AP20164-3-39
other,female,2015-02-01,60614.0,33108.0,home,180,1.5669426619630136,205765,False,0.11,AP20152-2-17
white,male,2018-01-01,60611.0,25716.0,auto,60,6.480311555563545,936,False,1.41,AP20181-2-91
black,male,2018-06-01,60623.0,32809.0,auto,72,6.190598862429106,10084,False,1.82,AP20186-2-56
black,female,2013-05-01,60637.0,24475.0,auto,72,4.939867341809902,18715,False,0.11,AP20135-2-34
black,male,2017-05-01,60623.0,65549.0,auto,72,7.891794234860122,5522,False,0.91,AP20175-3-81
asian,female,2015-12-01,60625.0,56373.0,auto,60,5.869867413286193,56028,True,0.24,AP201512-1-54
black,male,2016-08-01,60623.0,36609.0,auto,84,6.759075534161543,25553,False,0.4,AP20168-2-59
white,male,2014-04-01,60614.0,24524.0,home,180,4.459777698712061,198799,False,0.09,AP20144-2-49
asian,female,2012-07-01,60626.0,33979.0,auto,84,4.104174415302128,7421,False,0.16,AP20127-2-20
black,non-binary,2016-07-01,60623.0,24979.0,home,180,7.588060605198327,173063,False,0.39,AP20167-0-59
black,male,2018-04-01,60623.0,32372.0,home,360,6.2884125713569325,199462,False,1.69,AP20184-1-35
hispanic/latino,female,2011-07-01,60623.0,3541.0,personal,18,19.331365522167843,4749,False,0.07,AP20117-0-10
white,male,2017-06-01,60614.0,,home,300,5.005755405194973,748935,True,1.04,AP20176-0-13
other,male,2018-10-01,60614.0,79501.0,home,360,6.885567349452208,471776,True,2.19,AP201810-2-67
hispanic/latino,female,2012-05-01,60623.0,2404.0,auto,72,6.885273086286647,14330,False,0.16,AP20125-1-7
white,male,2017-10-01,60614.0,128020.0,home,300,2.8039633879375954,927203,True,1.15,AP201710-0-60
white,female,2018-09-01,60614.0,13277.0,personal,12,6.7357595620493695,20778,False,1.95,AP20189-3-31
white,female,2015-12-01,60614.0,,auto,60,6.61565888175375,12415,True,0.24,AP201512-0-77
hispanic/latino,male,2016-06-01,60623.0,47917.0,auto,84,5.870940252348769,20273,True,0.38,AP20166-2-29
white,male,2016-02-01,60625.0,38156.0,auto,60,4.169688578561241,15749,True,0.38,AP20162-2-83
black,male,2015-05-01,,53812.0,home,300,5.258238366667318,435857,False,0.12,AP20155-3-31
,female,2018-08-01,60637.0,2142.0,home,300,5.325669782271208,17273,False,1.91,AP20188-3-36
white,female,2012-03-01,60614.0,,auto,72,3.37884613471563,61002,True,0.13,AP20123-2-69
other,male,2018-09-01,60614.0,126965.0,auto,84,6.852771420436125,129369,True,1.95,AP20189-2-99
asian,female,2018-10-01,60626.0,21895.0,personal,60,18.273072004096118,11152,False,2.19,AP201810-0-13
black,female,2016-12-01,60637.0,10532.0,personal,18,6.555806763801553,14762,False,0.54,AP201612-1-55
hispanic/latino,female,2012-10-01,60623.0,64942.0,auto,60,5.1161221566282356,54396,False,0.16,AP201210-3-75
hispanic/latino,female,2011-03-01,60614.0,264377.0,home,360,3.1152401249878596,1719719,True,0.14,AP20113-3-11
white,male,2015-11-01,60625.0,31898.0,home,240,4.378380443606181,244777,False,0.12,AP201511-3-83
black,male,2016-08-01,60626.0,84789.0,auto,72,5.150467317877143,46036,True,0.4,AP20168-0-100
white,male,2015-06-01,60625.0,99570.0,auto,72,4.543808774739692,2194,False,0.13,AP20156-1-99
other,male,2016-06-01,60625.0,79768.0,auto,60,5.895045392789622,30681,True,0.38,AP20166-3-41
asian,female,2016-05-01,60625.0,80790.0,personal,48,15.175737787565184,192759,True,0.37,AP20165-0-26
white,male,2017-10-01,60625.0,16733.0,auto,72,6.046377033792343,16496,True,1.15,AP201710-3-96
black,female,2011-08-01,60623.0,,personal,18,11.055456280542803,26185,True,0.1,AP20118-2-80
black,male,2014-06-01,60637.0,25485.0,home,240,1.3988610048802808,126669,False,0.1,AP20146-2-84
white,female,2017-07-01,60625.0,36049.0,personal,48,12.936513952669628,29565,True,1.15,AP20177-1-94
asian,female,2011-06-01,60626.0,78319.0,home,360,1.2866797961871967,605846,False,0.09,AP20116-2-76
hispanic/latino,female,2011-12-01,60623.0,42402.0,home,300,1.491105699681927,297604,False,0.07,AP201112-3-31
white,male,2018-12-01,60614.0,138475.0,auto,84,7.886044944020558,18202,True,2.27,AP201812-3-68
white,female,2011-03-01,60614.0,,home,240,2.9446137138635873,1511825,True,0.14,AP20113-3-66
asian,male,2011-11-01,60611.0,9081.0,auto,84,4.608214071338537,23042,True,0.08,AP201111-1-88
white,male,2017-09-01,60615.0,3103.0,home,360,6.586472526671411,21888,False,1.15,AP20179-0-9
white,female,2011-07-01,60626.0,55404.0,home,360,4.406349454533531,360981,False,0.07,AP20117-1-2
other,male,2015-11-01,60614.0,61849.0,auto,84,4.489098516239375,5638,False,0.12,AP201511-2-81
,female,2018-03-01,60637.0,38490.0,personal,48,9.953886928531228,60919,True,1.51,AP20183-3-79
black,male,2018-12-01,60637.0,37060.0,personal,48,5.062859986559641,58509,True,2.27,AP201812-3-20
hispanic/latino,female,2015-10-01,60623.0,14420.0,auto,72,6.290444619421788,22716,False,0.12,AP201510-3-17
asian,female,2014-10-01,60611.0,,home,360,1.704590677145055,906298,True,0.09,AP201410-1-96
white,female,2017-07-01,60625.0,4221.0,personal,48,5.170925876910491,2110,False,1.15,AP20177-0-22
white,female,2017-11-01,60614.0,,auto,72,6.98220496597826,43470,True,1.16,AP201711-2-63
other,male,2017-12-01,60623.0,23360.0,home,180,4.400001399329039,139454,False,1.3,AP201712-0-81
black,male,2015-04-01,60637.0,37345.0,personal,48,0.2970993023869867,4366,False,0.12,AP20154-3-72
black,female,2017-08-01,60623.0,72300.0,home,360,2.6875552906963716,467603,False,1.16,AP20178-0-20
hispanic/latino,female,2018-03-01,,37562.0,personal,48,18.443146332014887,36317,True,1.51,AP20183-0-61
hispanic/latino,male,2017-08-01,60623.0,26306.0,auto,84,6.898438084896711,7021,False,1.16,AP20178-3-70
white,female,2012-11-01,60625.0,66200.0,auto,72,5.410024853395526,1005,False,0.16,AP201211-2-43
,female,2016-05-01,60623.0,,personal,48,13.762857278831936,80285,True,0.37,AP20165-3-38
black,male,2013-06-01,60637.0,36308.0,home,360,4.3678021385363675,245659,False,0.09,AP20136-1-12
hispanic/latino,male,2016-06-01,60623.0,14325.0,auto,72,6.27697764119126,10400,False,0.38,AP20166-1-84
black,male,2015-03-01,60623.0,18928.0,personal,48,12.57215213257705,16735,True,0.11,AP20153-3-87
white,female,2017-06-01,60626.0,51493.0,auto,72,7.019808047911754,29792,False,1.04,AP20176-0-96
other,male,2015-06-01,60625.0,22321.0,personal,18,12.344142016629219,21653,True,0.13,AP20156-2-31
white,female,2014-07-01,60637.0,21977.0,home,300,0.8948155309284652,117617,False,0.09,AP20147-1-71
black,male,2018-10-01,60615.0,124954.0,auto,84,6.893459589931002,55300,True,2.19,AP201810-2-42
black,male,2013-11-01,60623.0,6758.0,auto,84,6.602343077319888,16635,False,0.08,AP201311-2-30
black,female,2012-01-01,60615.0,79261.0,home,300,5.366823915217733,511476,False,0.08,AP20121-1-96
white,,2011-06-01,60611.0,,home,240,1.8948926150988774,1654541,True,0.09,AP20116-2-23
hispanic/latino,,2012-06-01,60623.0,,auto,72,3.978377530697572,19062,False,0.16,AP20126-1-19
hispanic/latino,male,2017-12-01,60625.0,127672.0,home,240,3.50125810299922,968197,True,1.3,AP201712-0-55
white,female,2016-02-01,60614.0,47458.0,auto,84,5.77048836093567,2750,False,0.38,AP20162-2-34
hispanic/latino,female,2016-09-01,60625.0,,personal,24,10.910809874451257,78058,True,0.4,AP20169-2-66
white,female,2012-04-01,60614.0,197127.0,home,240,6.975625352086028,1593356,False,0.14,AP20124-2-98
black,male,2013-10-01,60626.0,28773.0,auto,84,4.255126084850279,28428,False,0.09,AP201310-3-95
hispanic/latino,female,2011-07-01,60623.0,50394.0,home,360,2.652082002529023,310370,False,0.07,AP20117-3-23
hispanic/latino,female,2011-09-01,60625.0,,auto,84,6.928488856099124,25124,True,0.08,AP20119-1-91
white,male,2018-03-01,60625.0,43649.0,home,240,3.5929089905841023,379180,False,1.51,AP20183-2-60
hispanic/latino,female,2016-09-01,60625.0,,home,360,2.2414693795227936,353558,True,0.4,AP20169-3-70
white,female,2018-12-01,60614.0,,auto,60,8.054101689390064,17621,True,2.27,AP201812-2-17
black,male,2015-04-01,,23249.0,auto,60,6.271584726710623,23459,False,0.12,AP20154-0-51
black,male,2015-11-01,60615.0,34968.0,auto,84,5.710816467926687,17753,False,0.12,AP201511-2-19
white,female,2017-10-01,60611.0,157299.0,auto,84,4.47893330015232,2727,False,1.15,AP201710-3-86
other,female,2018-07-01,60625.0,,personal,48,12.483347320256238,52467,True,1.91,AP20187-1-63
black,female,2017-10-01,60625.0,5603.0,personal,18,7.711966226731237,3173,False,1.15,AP201710-1-46
black,male,2011-03-01,60615.0,49174.0,personal,18,11.572141397119026,34726,True,0.14,AP20113-2-69
white,female,2011-05-01,60614.0,,home,360,7.159015729847933,1202754,True,0.09,AP20115-0-90
white,female,2013-10-01,60614.0,,personal,24,18.260691133055488,61475,True,0.09,AP201310-2-39
black,male,2014-11-01,60637.0,48335.0,auto,84,5.785893804691523,18615,False,0.09,AP201411-2-11
other,female,2014-11-01,60611.0,130952.0,auto,84,4.96435767022305,70880,True,0.09,AP201411-3-48
hispanic/latino,male,2018-08-01,60623.0,27524.0,auto,72,7.172015629617247,27517,False,1.91,AP20188-2-43
white,male,2018-06-01,60615.0,30286.0,home,180,3.077493967603455,201343,False,1.82,AP20186-2-28
asian,female,2013-07-01,60611.0,,home,360,1.3746822257134792,1671236,True,0.09,AP20137-2-66
asian,male,2015-09-01,60614.0,180882.0,home,180,2.4264779345576217,1113509,False,0.14,AP20159-1-28
white,male,2018-04-01,60615.0,43935.0,auto,84,6.694801437075716,11534,False,1.69,AP20184-1-19
white,male,2013-09-01,60626.0,33711.0,auto,72,5.833628401894655,10935,False,0.08,AP20139-1-20
black,male,2017-05-01,60626.0,,auto,72,4.739714855236886,11474,False,0.91,AP20175-2-54
black,male,2018-01-01,60623.0,1656.0,auto,72,6.080591752494178,14510,False,1.41,AP20181-0-27
hispanic/latino,male,2016-01-01,60626.0,54761.0,auto,84,6.767281530420481,20830,True,0.34,AP20161-2-74
black,male,2018-06-01,60637.0,33185.0,home,240,7.016611460500052,229415,False,1.82,AP20186-1-72
white,female,2013-09-01,60625.0,,home,300,2.486427777574952,623188,True,0.08,AP20139-2-2
other,female,2011-04-01,60625.0,,auto,72,4.525667504560506,19182,True,0.1,AP20114-0-13
hispanic/latino,male,2018-05-01,60625.0,21137.0,personal,12,15.252367287917803,11145,False,1.7,AP20185-1-41
white,female,2018-05-01,60614.0,,auto,72,6.31000262553122,41696,True,1.7,AP20185-0-37
asian,female,2012-04-01,60625.0,,home,360,4.047172969463012,532368,True,0.14,AP20124-2-87
black,male,2017-06-01,60615.0,20204.0,personal,48,4.190983581356619,11008,False,1.04,AP20176-1-55
other,male,2016-10-01,60623.0,39596.0,personal,60,8.683495199118019,41451,True,0.4,AP201610-1-76
black,female,2016-10-01,60626.0,5841.0,home,360,3.2503756291699837,48982,False,0.4,AP201610-1-29
other,male,2013-12-01,60625.0,87964.0,auto,72,3.3018086000854554,48106,True,0.09,AP201312-3-71
white,male,2017-11-01,60614.0,211008.0,home,360,3.568475978109425,1698434,True,1.16,AP201711-3-3
black,male,2017-05-01,60623.0,34298.0,personal,18,14.769569856583779,26694,True,0.91,AP20175-0-94
black,male,2017-11-01,60637.0,14115.0,personal,60,6.939608099536477,15911,True,1.16,AP201711-2-79
white,male,2015-01-01,60614.0,113277.0,home,360,2.1837145480115088,853215,True,0.11,AP20151-2-49
hispanic/latino,female,2013-08-01,60626.0,45835.0,home,360,1.2600605796771194,325847,False,0.08,AP20138-2-53
white,female,2012-01-01,60626.0,,home,180,5.771692584781039,256433,False,0.08,AP20121-2-83
hispanic/latino,female,2013-04-01,60625.0,21327.0,personal,18,8.715093020389205,15091,False,0.15,AP20134-1-71
hispanic/latino,female,2017-03-01,60623.0,41232.0,auto,72,6.791829377330585,16157,False,0.79,AP20173-2-75
black,female,2017-05-01,60626.0,35676.0,auto,84,4.629380178698846,16994,False,0.91,AP20175-0-43
,female,2014-11-01,60614.0,,home,360,7.5898074568721166,312399,True,0.09,AP201411-1-42
white,male,2014-04-01,60626.0,2803.0,personal,48,8.009476643696237,2850,False,0.09,AP20144-0-61
hispanic/latino,female,2015-08-01,60623.0,,personal,18,7.775803435602131,67037,True,0.14,AP20158-1-46
white,female,2012-12-01,60611.0,17010.0,home,360,3.6262705656457834,99419,False,0.16,AP201212-1-9
white,male,2015-05-01,60611.0,102293.0,home,360,2.1983577272426365,710180,True,0.12,AP20155-2-37
white,male,2017-11-01,60626.0,159973.0,auto,84,5.889947616439909,160079,False,1.16,AP201711-0-29
black,male,2018-02-01,60626.0,39181.0,personal,60,11.825431634247382,45694,True,1.42,AP20182-0-73
white,female,2018-08-01,60614.0,,home,360,9.9623960914085,969996,True,1.91,AP20188-3-64
hispanic/latino,male,2011-04-01,60623.0,15313.0,auto,84,4.844132970287333,15711,False,0.1,AP20114-0-40
black,male,2011-04-01,60623.0,56994.0,home,360,3.0134522927673064,479637,False,0.1,AP20114-1-62
white,female,2018-04-01,60626.0,12372.0,personal,60,18.095989666895488,8471,False,1.69,AP20184-0-21
other,female,2016-09-01,60614.0,38768.0,personal,48,22.140040082642955,7213,False,0.4,AP20169-3-51
white,female,2017-09-01,60611.0,214830.0,personal,18,15.244782674386151,140199,True,1.15,AP20179-2-41
black,male,2015-11-01,60626.0,8108.0,personal,18,15.08565880205314,336,False,0.12,AP201511-2-57
white,female,2012-01-01,60637.0,,personal,12,12.698741022076156,20152,True,0.08,AP20121-0-21
hispanic/latino,male,2018-06-01,60611.0,254682.0,auto,72,8.05749878884256,90563,True,1.82,AP20186-2-60
black,female,2012-05-01,60625.0,787.0,auto,72,4.759974799749495,14729,False,0.16,AP20125-3-56
black,male,2017-07-01,60623.0,7903.0,personal,12,16.15571372932996,12530,True,1.15,AP20177-0-72
black,female,2017-11-01,60626.0,,personal,12,22.588466162399932,107847,True,1.16,AP201711-2-8
hispanic/latino,female,2017-07-01,60625.0,,auto,72,8.413555117459612,27778,True,1.15,AP20177-1-67
